lag,period,horizon,target_pct,target_label,n,target_hits,target_hit_rate,target_hit_wilson_lower_95,target_hit_wilson_upper_95,mean_realized_return,median_realized_return,entry_dates,codes,events,retention_vs_parent_crosses
0,full_period,T+20,12,target_12pct,20030,6142,0.30664003994008987,0.30029190923430144,0.31306232633078357,0.007181161270432968,0.007529992687636322,1162,2520,20155,0.35762447212463183
0,full_period,T+20,13,target_13pct,20030,5565,0.2778332501248128,0.2716729479601983,0.2840787556970773,0.007568339249436012,0.005411460657444689,1162,2520,20155,0.35762447212463183
0,full_period,T+20,14,target_14pct,20030,5093,0.25426859710434346,0.24828561359725437,0.2603458213243434,0.00812855054845314,0.003966112702593061,1162,2520,20155,0.35762447212463183
0,full_period,T+20,15,target_15pct,20030,4664,0.2328507239141288,0.2270490752410629,0.23875482729153977,0.00854212397684882,0.0027643730203306127,1162,2520,20155,0.35762447212463183
0,full_period,T+20,16,target_16pct,20030,4248,0.21208187718422367,0.20647616817557984,0.21779800597981533,0.008889374620526155,0.0018072294777859987,1162,2520,20155,0.35762447212463183
0,full_period,T+20,17,target_17pct,20030,3855,0.1924613080379431,0.18706078270256227,0.19797977786571141,0.00911873793687144,0.001171897526589083,1162,2520,20155,0.35762447212463183
0,full_period,T+20,18,target_18pct,20030,3507,0.17508736894658014,0.16988664364013215,0.1804127018433622,0.009366486845070455,0.0005175584136077882,1162,2520,20155,0.35762447212463183
0,full_period,T+20,19,target_19pct,20030,3215,0.16050923614578133,0.15549078020425097,0.16565789055293426,0.009591076962976884,0.0,1162,2520,20155,0.35762447212463183
0,full_period,T+20,20,target_20pct,20030,2969,0.14822765851223166,0.14337425119796954,0.15321597441307855,0.009983995164545177,0.0,1162,2520,20155,0.35762447212463183
0,selection_2021_2023,T+20,1,target_1pct,9542,8358,0.8759169985328024,0.8691504060237688,0.8823810252122156,-0.0038465477732132626,0.01,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,2,target_2pct,9542,7717,0.8087403060155104,0.800725293066434,0.8165068219102066,-0.0015745681477789923,0.02,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,3,target_3pct,9542,7015,0.7351708237266821,0.7262239902175754,0.7439283743471162,-0.00037495970158344126,0.03,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,4,target_4pct,9542,6306,0.6608677426116119,0.6513056877221293,0.6703003192327736,6.428916832478316e-06,0.04,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,5,target_5pct,9542,5709,0.5983022427164116,0.5884279511074808,0.6080974134030721,0.0006027397441489314,0.05,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,6,target_6pct,9542,5123,0.5368895409767345,0.5268716046130593,0.5468777859068925,0.0006867508031705588,0.06,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,7,target_7pct,9542,4589,0.48092643051771117,0.47091098786739066,0.4909572249887706,0.0010233000714402994,0.03815771331600981,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,8,target_8pct,9542,4137,0.4335569063089499,0.42364214979598025,0.4435251411425158,0.0016746059557256998,0.020237884536257078,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,9,target_9pct,9542,3706,0.3883881785789143,0.3786556706242236,0.39821051999012713,0.0018605801198214454,0.011241221355495545,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,10,target_10pct,9542,3325,0.3484594424648921,0.338961600041086,0.35807925594797624,0.0020126660964913156,0.005033748274595795,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,11,target_11pct,9542,3008,0.315237895619367,0.30599147952188616,0.32463302193642407,0.0023445358891077362,0.00128632737403922,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,12,target_12pct,9542,2693,0.2822259484384825,0.2732841290576518,0.2913430484978608,0.002482793305512762,-0.0012007458705587393,636,1879,20155,0.35762447212463183
0,selection_2021_2023,T+20,13,target_13pct,9542,2411,0.25267239572416683,0.24405403361989952,0.26148982539406096,0.0024608783838673673,-0.00289723286981336,636,1879,20155,0.35762447212463183
